currentTeamId,birthYear,role,wyId,shortName,currentNationalTeamId
11,1992,DEF,61395,T. Sainsbury,8493
4502,1990,DEF,61651,A. Behich,8493
2447,1993,DEF,28907,Rapha\u00ebl Guerreiro,9905
679,1995,MID,28922,T. Lemar,4418
15444,1990,MID,70379,J. Urretavizcaya,15670
680,1995,FWD,135927,Andr\u00e9 Silva,9905
1613,1992,FWD,94764,Y. Muto,12913
698,1992,MID,94828,G. Shibasaki,12913
2443,1990,FWD,94831,Y. \u014csako,12913
2450,1992,MID,127796,F. Kosti\u0107,17322
4622,1987,FWD,29625,K. Bouta\u00efb,16216
13898,1993,DEF,333803,M. Mohammadi,10840
679,1995,FWD,227059,Gelson Martins,9905
3176,1997,DEF,424241,N. Milenkovi\u0107,17322
679,1995,DEF,227894,J. Gim\u00e9nez,15670
1639,1995,FWD,424624,O. Etebo,16823
687,1995,MID,261127,A. Januzaj,5629
13887,1986,MID,32599,Manuel Fernandes,9905
4489,1983,FWD,32597,Ricardo Quaresma,9905
4492,1986,GKP,32641,F. Muslera,15670
13887,1995,MID,262048,Al. Miranchuk,14358
8067,1987,MID,32798,G. Svensson,7047
5067,1995,DEF,295747,D. Bronn,16276
12509,1993,DEF,331763,Y. Meriah,16276
12806,1991,DEF,138633,Hyun-Soo Jang,14855
9311,1992,MID,100140,J. G\u00f3ralski,13869
5100,1992,DEF,79449,M. Pouraliganji,10840
3173,1992,MID,231713,F. Bradari\u0107,9598
15015,1988,DEF,125575,K. Waston,16871
9634,1993,FWD,131602,A. Arroyo,17929
2496,1992,MID,299121,Jae-Sung Lee,14855
14503,1989,DEF,69964,J. Pivari\u0107,9598
15411,1994,MID,114762,\u00c9. Flores,15594
17917,1981,FWD,113517,B. P\u00e9rez,17929
11564,1987,MID,86411,A. Cooper,17929
8067,1986,DEF,91263,R. Torres,17929
16049,1973,GKP,120269,Essam El Hadary,16129
8514,1985,MID,61425,M. Milligan,8493
9492,1998,MID,401861,J. Rodriguez,17929
10771,1992,GKP,238031,A. Beiranvand,10840
12799,1992,FWD,238055,A. Nabbout,8493
11564,1981,GKP,125774,J. Penedo,17929
14778,1988,DEF,107424,Young-Sun Yun,14855
2694,1988,FWD,56146,R. G\u00edslason,7839
14776,1986,DEF,107529,Yong Lee,14855
1634,1992,DEF,55957,J. Knudsen,7712
14780,1988,MID,107623,Yo-Han Go,14855
4488,1996,DEF,285538,M. Hosseini,10840
14779,1992,MID,51625,Seon-Min Moon,14855
1637,1992,FWD,58105,J. B\u00f6\u00f0varsson,7839
10767,1993,DEF,272829,R. Cheshmi,10840
16041,1988,GKP,120000,Mohamed El Shenawy,16129
15036,1983,DEF,125284,J. Acosta,16871
1635,1991,MID,11270,S. Morsy,16129
7945,1995,DEF,273683,F. Escobar,17929
15661,1997,FWD,241134,I. D\u00edaz,17929
10529,1989,MID,77521,A. Gunnarsson,7839
